ID;Comment;Name;Symbol;Last Update;Own;Flag
429;;Jack Henry & Associates Inc.;JKHY;07.02.2023 11:14;0;
430;;Domino's Pizza Inc.;DPZ;07.02.2023 11:14;0;
431;;C.H. Robinson Worldwide Inc.;CHRW;07.02.2023 11:14;0;
432;;CarMax Inc.;KMX;07.02.2023 11:14;0;
433;;Charles River Laboratories International Inc.;CRL;07.02.2023 11:14;0;
434;;Gen Digital Inc.;GEN;07.02.2023 11:14;0;
435;;Masco Corporation;MAS;07.02.2023 11:14;0;
436;;Celanese Corporation;CE;07.02.2023 11:14;0;
437;;Paramount Global Class B;PARA;07.02.2023 11:14;0;
438;;Brown-Forman Corporation Class B;BF.B;07.02.2023 11:14;0;
439;;Loews Corporation;L;07.02.2023 11:14;0;
440;;Henry Schein Inc.;HSIC;07.02.2023 11:14;0;
441;;Catalent Inc;CTLT;07.02.2023 11:14;0;
442;;Teleflex Incorporated;TFX;07.02.2023 11:14;0;
443;;Bio-Techne Corporation;TECH;07.02.2023 11:14;0;
444;;Carnival Corporation;CCL;07.02.2023 11:14;0;
445;;Caesars Entertainment Inc;CZR;07.02.2023 11:14;0;
446;;Live Nation Entertainment Inc.;LYV;07.02.2023 11:14;0;
447;;Ceridian HCM Holding Inc.;CDAY;07.02.2023 11:14;0;
448;;Tapestry Inc.;TPR;07.02.2023 11:14;0;
449;;BorgWarner Inc.;BWA;07.02.2023 11:14;0;
450;;Eastman Chemical Company;EMN;07.02.2023 11:14;0;
451;;NiSource Inc;NI;07.02.2023 11:14;0;
452;;Globe Life Inc.;GL;07.02.2023 11:14;0;
453;;EQT Corporation;EQT;07.02.2023 11:14;0;
454;;American Airlines Group Inc.;AAL;07.02.2023 11:14;0;
455;;Wynn Resorts Limited;WYNN;07.02.2023 11:14;0;
456;;Allegion Public Limited Company;ALLE;07.02.2023 11:14;0;
457;;Qorvo Inc.;QRVO;07.02.2023 11:14;0;
458;;Campbell Soup Company;CPB;07.02.2023 11:14;0;
459;;Bath & Body Works Inc.;BBWI;07.02.2023 11:14;0;
460;;Fox Corporation Class A;FOXA;07.02.2023 11:14;0;
461;;Boston Properties Inc.;BXP;07.02.2023 11:14;0;
462;;Molson Coors Beverage Company Class B;TAP;07.02.2023 11:14;0;
463;;Regency Centers Corporation;REG;07.02.2023 11:14;0;
464;;Bio-Rad Laboratories Inc. Class A;BIO;07.02.2023 11:14;0;
465;;Juniper Networks Inc.;JNPR;07.02.2023 11:14;0;
466;;Comerica Incorporated;CMA;07.02.2023 11:14;0;
467;;Universal Health Services Inc. Class B;UHS;07.02.2023 11:14;0;
468;;Pentair plc;PNR;07.02.2023 11:14;0;
469;;Robert Half International Inc.;RHI;07.02.2023 11:14;0;
470;;V.F. Corporation;VFC;07.02.2023 11:14;0;
471;;Advance Auto Parts Inc.;AAP;07.02.2023 11:14;0;
472;;Invesco Ltd.;IVZ;07.02.2023 11:14;0;
473;;Huntington Ingalls Industries Inc.;HII;07.02.2023 11:14;0;
474;;Franklin Resources Inc.;BEN;07.02.2023 11:14;0;
475;;F5 Inc.;FFIV;07.02.2023 11:14;0;
476;;WestRock Company;WRK;07.02.2023 11:14;0;
477;;A. O. Smith Corporation;AOS;07.02.2023 11:14;0;
478;;Pinnacle West Capital Corporation;PNW;07.02.2023 11:14;0;
479;;Signature Bank;SBNY;07.02.2023 11:14;0;
480;;Rollins Inc.;ROL;07.02.2023 11:14;0;
481;;DENTSPLY SIRONA Inc.;XRAY;07.02.2023 11:14;0;
482;;Federal Realty Investment Trust;FRT;07.02.2023 11:14;0;
483;;Whirlpool Corporation;WHR;07.02.2023 11:14;0;
484;;NRG Energy Inc.;NRG;07.02.2023 11:14;0;
485;;Zions Bancorporation N.A.;ZION;07.02.2023 11:14;0;
486;;News Corporation Class A;NWSA;07.02.2023 11:14;0;
487;;Sealed Air Corporation;SEE;07.02.2023 11:14;0;
488;;Hasbro Inc.;HAS;07.02.2023 11:14;0;
489;;Generac Holdings Inc.;GNRC;07.02.2023 11:14;0;
490;;Organon & Co.;OGN;07.02.2023 11:14;0;
491;;Assurant Inc.;AIZ;07.02.2023 11:14;0;
492;;Norwegian Cruise Line Holdings Ltd.;NCLH;07.02.2023 11:14;0;
493;;Alaska Air Group Inc.;ALK;07.02.2023 11:14;0;
494;;DXC Technology Co.;DXC;07.02.2023 11:14;0;
495;;Mohawk Industries Inc.;MHK;07.02.2023 11:14;0;
496;;Newell Brands Inc;NWL;07.02.2023 11:14;0;
497;;Lincoln National Corp;LNC;07.02.2023 11:14;0;
498;;Ralph Lauren Corporation Class A;RL;07.02.2023 11:14;0;
499;;DaVita Inc.;DVA;07.02.2023 11:14;0;
500;;Fox Corporation Class B;FOX;07.02.2023 11:14;0;
501;;Lumen Technologies Inc.;LUMN;07.02.2023 11:14;0;
502;;DISH Network Corporation Class A;DISH;07.02.2023 11:14;0;
503;;News Corporation Class B;NWS;07.02.2023 11:14;0;
