ID;Name;Symbol;Volume;v-1;v-2;v-3;v-4;v-5;v-6;v-7;v-8;v-9;v-10;v-11;v-12;v-13;v-14;v-15;v-16;v-17;v-18;v-19;v-20;v-21;v-22;v-23;v-24;v-25;v-26;v-27;v-28;v-29;v-30;v-31;v-32;v-33;v-34;v-35;v-36;v-37;v-38;v-39;v-40;v-41;v-42;v-43;v-44;v-45;v-46;v-47;v-48;v-49;v-50;v-51;v-52;v-53;v-54;v-55;v-56;v-57;v-58;v-59;v-60;v-61;v-62;v-63;v-64;v-65;v-66;v-67;v-68;v-69;v-70;v-71;v-72;v-73;v-74;v-75;v-76;v-77;v-78;v-79;v-80;v-81;v-82;v-83;v-84;v-85;v-86;v-87;v-88;v-89;v-90;v-91;v-92;v-93;v-94;v-95;v-96;v-97;v-98
1;Apple Inc.;AAPL;27,651,683;55,921,800;64,120,100;83,322,600;69,858,300;154,279,900;118,339,000;77,663,600;65,874,500;64,015,300;70,492,800;54,105,100;65,799,300;66,435,100;81,760,300;79,972,200;58,280,400;69,672,800;63,646,600;57,758,000;71,379,600;69,458,900;63,896,200;70,790,800;87,686,600;80,962,700;89,113,600;112,117,500;76,960,600;75,703,700;85,438,400;69,007,800;63,814,900;77,852,100;85,928,000;77,432,800;79,592,600;160,156,900;98,931,900;82,291,200;93,886,200;70,462,700;76,097,000;62,128,300;69,721,100;64,727,200;68,826,400;65,447,400;71,250,400;111,380,900;83,763,800;69,246,000;35,195,900;58,301,400;51,804,100;58,724,100;74,829,600;80,389,400;64,218,300;89,868,300;73,374,100;93,979,700;118,854,000;74,917,800;89,908,500;83,374,600;140,814,800;97,918,500;93,604,600;80,379,300;97,943,200;164,762,400;109,180,200;88,194,300;74,732,300;75,981,900;86,548,600;64,522,000;61,758,300;99,136,600;85,250,900;88,598,000;113,224,000;70,433,700;77,033,700;74,899,000;85,925,600;68,402,200;79,471,000;87,830,100;114,311,700;124,925,300;128,138,200;146,691,400;84,442,700;93,339,400;96,029,900;86,652,500;101,696,800
2;Microsoft Corporation;MSFT;13,758,665;42,292,100;54,686,000;50,841,400;22,518,000;29,062,300;39,940,400;31,259,900;26,541,100;25,867,400;26,480,800;33,454,500;66,526,600;40,234,400;31,934,000;35,323,400;28,623,000;30,028,700;29,831,300;21,317,700;27,269,500;28,669,300;27,033,900;27,369,800;43,597,700;39,585,600;50,623,400;25,740,000;21,930,800;19,770,700;17,457,100;16,688,600;21,207,000;28,651,700;23,690,600;25,150,800;29,696,400;86,102,000;35,560,400;35,410,900;42,196,900;30,665,100;20,609,700;22,611,800;20,481,500;22,463,700;23,435,300;21,528,500;26,041,500;47,594,200;17,956,300;24,778,200;9,200,800;19,508,500;19,665,700;26,394,700;27,613,500;23,123,500;24,093,300;31,390,100;31,123,300;34,620,200;46,268,000;27,852,900;28,192,500;33,498,000;36,789,100;36,633,900;38,407,000;30,592,300;28,357,300;40,647,700;40,424,600;82,543,200;34,775,500;24,911,200;26,299,700;21,811,000;19,985,700;26,329,600;28,142,300;30,198,600;42,551,800;21,903,900;30,474,000;29,743,600;37,769,600;20,239,900;20,347,100;34,888,400;28,880,400;35,694,800;27,484,200;29,029,700;27,018,700;27,694,200;34,176,000;31,061,200;28,625,600
3;Amazon.com Inc.;AMZN;31,218,763;64,504,400;75,878,300;119,501,300;81,945,200;144,173,400;158,154,200;80,450,100;66,527,300;70,691,900;87,678,100;68,523,600;94,261,600;66,929,500;76,501,100;67,307,100;69,002,700;79,570,400;72,755,000;85,413,600;85,254,800;103,126,200;67,756,600;65,266,100;83,219,100;67,930,800;68,885,100;76,706,000;62,330,000;54,995,900;58,228,600;57,284,000;57,433,700;81,431,300;59,267,200;74,348,300;83,531,500;146,144,100;84,802,900;70,298,000;100,212,000;61,999,800;67,398,500;73,305,900;68,086,900;75,503,600;71,535,500;72,496,400;68,488,000;102,805,800;65,567,300;74,943,100;35,088,600;59,414,700;62,192,000;84,330,300;72,428,200;82,617,900;87,958,800;111,336,300;99,533,100;111,590,500;173,414,900;90,796,200;88,703,400;77,495,700;129,101,300;136,683,300;135,761,800;153,370,000;99,251,400;223,133,400;129,605,400;68,802,300;50,934,600;49,531,500;55,660,500;48,795,100;47,198,100;65,607,400;62,782,000;67,737,300;86,868,100;45,728,700;56,432,200;42,339,700;54,678,000;42,253,800;48,217,500;62,812,600;50,941,900;59,479,600;58,969,700;55,763,800;60,094,700;62,723,300;65,126,700;55,229,200;
4;Alphabet Inc. Class A;GOOGL;33,373,089;119,304,500;94,743,500;49,010,200;31,999,600;65,283,500;69,883,800;35,531,100;29,870,700;27,226,200;33,850,200;30,114,000;42,330,000;33,078,500;40,005,100;63,037,300;37,000,400;29,116,700;32,602,400;26,309,900;30,258,100;26,862,000;30,467,800;29,003,900;41,362,500;27,194,400;34,854,800;28,131,200;23,964,900;23,333,500;19,523,200;20,097,300;23,003,000;27,658,300;24,745,600;23,453,800;29,493,000;58,011,800;40,107,000;28,733,600;40,593,700;29,420,000;28,225,400;32,213,300;31,045,400;24,910,700;24,405,100;21,480,700;28,687,100;43,647,500;20,061,700;26,237,500;9,701,400;18,868,100;23,438,500;21,647,400;28,342,300;26,052,600;29,105,200;41,640,800;30,179,500;33,090,500;51,620,100;31,769,100;30,429,000;34,078,900;51,124,900;61,288,000;57,038,300;47,161,400;31,675,000;43,697,300;60,710,900;88,114,100;40,611,400;27,176,400;32,458,700;25,323,200;23,811,100;24,060,700;28,419,200;25,410,700;34,574,500;21,876,400;26,507,100;18,225,100;27,502,800;22,324,000;22,176,900;28,850,800;27,982,000;32,941,500;31,047,200;32,466,300;30,072,800;27,072,700;31,625,400;34,298,600;
5;Berkshire Hathaway Inc. Class B;BRK.B;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6;Alphabet Inc. Class C;GOOG;30,178,039;97,687,800;73,546,000;33,738,800;25,573,000;36,805,900;46,622,600;26,392,600;22,306,800;24,365,100;29,011,900;24,542,100;31,000,900;27,391,400;31,791,800;53,610,200;28,707,700;19,641,600;22,935,800;18,617,800;22,754,200;25,998,800;22,855,600;22,996,700;26,604,400;23,136,100;27,046,500;20,738,500;19,179,300;18,280,700;17,879,600;15,470,900;17,815,000;23,656,100;20,336,400;21,976,800;23,020,500;48,485,500;28,298,800;26,452,900;34,788,500;27,380,900;21,885,300;25,593,200;26,647,900;20,877,600;19,955,500;18,821,500;21,771,500;39,888,100;20,220,000;19,974,500;8,567,800;17,568,900;18,868,900;18,696,900;24,969,900;21,818,700;24,660,200;31,831,000;24,170,100;30,569,100;42,371,200;26,743,900;30,172,000;26,899,900;40,173,300;48,510,400;43,553,600;43,220,600;29,868,700;35,696,900;54,036,500;71,504,300;29,910,200;24,680,800;28,988,700;25,125,100;21,573,700;21,610,500;23,311,600;22,624,800;32,812,200;17,343,400;21,617,700;16,529,900;24,249,900;17,156,200;18,475,500;22,580,900;24,840,000;26,277,800;21,921,500;24,617,000;24,225,000;22,437,900;25,657,000;21,272,700;
7;NVIDIA Corporation;NVDA;35,635,087;52,287,400;55,965,100;66,415,000;45,219,700;42,892,500;56,427,600;66,047,700;49,801,700;48,861,100;54,163,300;48,953,500;44,953,700;49,620,400;65,516,300;56,401,600;45,293,200;43,962,400;51,110,200;44,693,500;55,140,900;35,328,500;38,410,100;50,423,100;40,482,300;38,916,800;43,132,400;40,127,700;31,027,300;35,492,300;35,106,600;46,490,200;34,932,600;56,504,500;32,502,500;40,326,000;35,403,900;47,823,200;47,854,200;49,688,800;65,658,900;45,732,800;46,533,800;51,545,600;37,238,800;35,269,400;35,225,500;37,138,900;47,097,700;56,529,800;29,838,400;30,374,100;16,793,400;42,724,100;47,286,600;40,473,900;49,207,200;71,089,400;64,954,700;54,587,600;52,785,200;65,548,700;70,081,900;45,441,400;59,529,200;41,006,100;61,257,600;50,006,500;67,262,800;43,281,700;48,634,100;52,104,000;58,311,300;53,295,300;50,548,200;51,745,700;60,949,400;65,239,800;52,313,100;65,936,200;58,077,400;71,343,200;85,010,300;49,259,000;66,748,200;69,869,900;67,247,800;64,415,700;50,713,100;58,418,200;54,747,800;56,563,800;53,276,300;54,241,400;55,385,400;54,734,300;66,330,900;75,916,200;80,767,900
8;Tesla Inc;TSLA;143,393,812;214,085,400;180,673,600;186,010,300;186,188,100;231,684,200;217,448,300;213,806,300;196,813,500;230,878,800;305,632,100;234,815,100;192,734,300;158,699,100;203,119,200;138,429,900;170,291,900;195,680,300;186,477,000;180,439,300;169,400,900;183,810,800;167,642,500;190,284,000;220,575,900;157,986,300;180,389,000;231,402,800;157,304,500;221,923,300;221,070,500;208,643,400;166,989,700;210,090,300;145,417,400;159,563,300;139,390,600;139,032,200;122,334,500;140,682,300;175,862,700;109,794,500;104,872,300;97,624,500;84,213,300;92,150,800;93,122,700;73,645,900;80,046,200;109,186,400;83,357,100;92,905,200;50,672,700;109,536,700;78,452,300;92,882,700;76,048,900;64,336,000;66,567,600;91,293,800;92,226,600;114,403,600;132,703,000;127,062,700;128,803,400;93,916,500;98,622,200;56,538,800;63,070,300;62,688,800;61,554,300;69,152,400;61,638,800;85,012,500;96,507,900;100,446,800;75,713,800;117,798,100;66,571,500;75,891,900;79,428,800;94,124,500;91,483,000;66,860,700;77,013,200;67,925,000;83,916,800;69,298,400;86,982,700;109,578,500;98,363,500;67,726,600;77,620,600;54,664,800;61,925,200;58,076,900;63,748,400;70,545,400;
9;Exxon Mobil Corporation;XOM;13,454,526;17,438,000;18,459,700;16,013,300;13,855,200;20,216,500;24,562,100;19,464,900;27,861,800;18,672,100;15,175,700;21,019,700;11,914,700;13,583,100;16,584,400;16,481,400;12,928,000;16,399,700;16,542,200;12,008,300;15,357,300;16,710,400;15,104,600;17,964,600;16,342,300;15,946,600;18,058,400;15,146,200;11,793,300;10,534,000;10,702,100;11,962,100;11,539,400;13,213,000;13,565,400;14,680,000;13,611,100;54,596,600;15,365,100;17,597,300;24,305,300;20,413,200;21,298,200;21,128,800;20,061,700;21,197,000;19,287,700;15,248,400;14,398,300;23,158,100;14,453,200;23,015,500;7,136,000;11,546,700;17,719,100;20,973,000;15,415,000;12,425,900;13,591,000;19,373,800;20,858,300;20,518,900;20,146,700;19,522,800;14,661,000;16,008,000;17,541,500;17,103,700;20,654,200;22,213,100;26,401,800;28,169,400;18,214,000;17,383,800;15,719,800;17,024,200;22,814,100;17,649,000;20,921,700;14,065,400;14,283,200;15,222,000;22,019,100;12,635,800;17,804,100;16,786,100;24,507,600;29,124,700;34,857,700;22,133,700;23,881,300;21,357,600;17,896,000;19,543,300;17,307,300;22,043,400;27,738,800;16,139,400;17,332,400
10;UnitedHealth Group Incorporated;UNH;1,493,216;3,661,100;3,466,400;3,394,600;4,174,200;5,439,200;11,169,900;3,451,200;5,567,000;3,606,900;3,166,800;3,005,000;3,037,300;3,036,300;3,418,700;3,519,500;4,549,600;4,398,200;4,495,600;5,384,300;3,726,800;4,274,200;3,164,000;3,702,800;4,840,700;5,497,100;5,070,400;3,525,600;1,849,300;1,379,700;1,694,200;1,596,700;1,292,300;1,851,600;2,182,000;2,086,100;1,808,100;7,109,100;2,963,800;2,654,600;3,369,700;2,714,100;2,852,400;2,272,300;2,849,100;3,097,700;2,424,800;2,346,200;2,997,800;9,688,900;3,751,000;2,699,900;1,419,200;2,238,300;2,567,400;3,349,600;3,566,000;4,246,300;3,430,800;5,103,800;5,238,400;7,034,300;3,426,400;2,672,600;2,797,000;2,540,300;3,513,100;2,245,300;2,696,200;3,338,900;2,770,400;2,761,900;2,212,100;2,863,500;2,411,900;2,627,100;2,896,000;2,390,800;2,500,500;2,345,500;3,282,300;5,628,900;3,999,700;2,254,300;2,844,500;2,459,100;3,273,700;2,187,300;2,281,800;3,189,800;2,562,400;3,116,000;2,392,000;3,027,300;2,583,400;2,867,400;2,536,900;2,285,600;2,427,700
11;Johnson & Johnson;JNJ;2,640,543;7,948,900;6,054,700;7,310,800;7,021,000;6,867,900;10,099,000;9,865,300;11,612,500;23,259,100;6,054,500;6,946,100;7,099,800;10,541,800;8,425,400;8,606,400;6,939,500;7,047,800;6,053,300;6,088,000;4,269,400;6,494,800;5,047,500;7,925,300;5,703,800;6,255,300;9,788,800;6,344,900;4,216,600;2,828,800;2,645,400;3,067,300;3,683,400;5,709,100;5,472,000;6,174,700;5,736,000;18,841,800;7,602,400;9,533,600;9,177,500;4,882,400;4,561,000;4,798,500;5,702,600;7,943,500;5,120,600;5,823,900;6,282,600;13,288,000;6,700,500;6,183,100;3,058,600;5,389,200;4,707,900;5,706,600;6,555,700;4,464,100;5,500,900;9,351,000;6,581,500;11,074,700;7,877,500;6,150,000;5,148,400;6,621,000;5,300,900;4,819,900;6,877,300;6,985,000;7,810,000;6,073,900;5,390,900;6,123,800;5,661,900;6,855,500;8,487,600;5,659,900;10,044,600;10,883,600;6,710,800;5,684,600;6,465,100;4,341,700;6,212,200;5,315,600;6,363,500;5,890,700;4,539,400;6,236,100;8,657,000;8,985,200;7,008,100;8,660,900;8,686,700;8,735,500;9,598,600;7,401,100;8,071,200
12;Meta Platforms Inc. Class A;META;20,931,935;37,035,600;36,139,100;47,080,700;42,483,800;76,733,100;150,475,700;55,661,000;29,842,100;28,040,100;35,746,900;25,482,100;26,622,000;21,970,200;27,470,100;28,643,100;28,625,200;20,215,500;21,147,600;22,410,700;30,757,700;25,423,000;28,684,400;26,649,100;27,567,600;25,447,100;32,397,100;35,528,500;19,492,100;22,366,200;19,612,500;21,392,300;17,796,600;23,618,100;20,392,800;28,742,500;29,769,900;67,064,000;34,531,000;36,922,000;44,701,100;24,747,100;26,033,400;30,619,400;29,461,100;43,689,200;35,474,900;39,950,500;36,551,400;43,348,600;23,899,200;23,309,400;12,007,600;21,343,100;29,029,000;24,351,100;33,357,700;35,093,800;33,287,800;50,670,500;53,395,000;59,961,700;80,671,000;107,677,300;52,088,300;81,987,300;55,638,100;60,664,000;71,821,100;110,189,600;121,361,400;95,928,300;232,316,600;82,791,500;38,433,200;63,563,400;46,348,600;26,356,300;30,691,000;25,445,000;29,612,200;23,559,400;34,325,700;34,605,200;38,481,400;24,024,000;33,214,800;36,231,100;27,979,300;34,670,700;27,723,100;33,166,400;38,985,400;32,658,500;30,826,500;30,497,000;31,710,700;34,418,500;
13;JPMorgan Chase & Co.;JPM;2,716,734;6,442,000;6,958,000;10,447,900;8,406,200;11,500,400;11,822,100;8,841,800;9,188,700;6,729,300;7,488,700;7,487,600;8,967,000;6,945,000;10,487,100;13,075,000;13,303,400;13,392,600;14,292,900;20,196,500;11,001,700;8,703,700;9,048,700;8,482,300;10,027,100;8,381,300;11,687,600;11,054,800;9,290,300;6,585,200;8,827,700;5,411,000;5,091,900;8,648,200;8,051,700;8,549,900;9,017,200;21,133,700;12,087,800;9,966,100;10,025,400;8,841,600;7,957,800;8,907,300;11,739,400;13,966,700;10,154,500;8,931,900;8,858,500;14,761,200;7,925,300;9,906,900;3,220,500;7,316,200;9,185,700;7,800,500;9,468,500;8,820,200;7,893,400;14,038,300;11,085,600;10,704,700;16,351,600;9,494,000;9,884,100;12,011,200;14,953,200;12,474,400;16,546,100;13,386,900;13,295,200;11,859,500;10,727,600;11,667,000;11,289,100;12,624,200;20,593,300;12,207,400;17,072,000;21,539,700;22,276,300;33,387,100;22,398,700;13,181,000;12,739,700;8,931,700;11,681,100;11,521,400;10,943,500;16,013,600;12,248,100;15,973,400;12,713,900;12,762,600;12,793,600;15,753,600;;;
14;Visa Inc. Class A;V;2,024,280;5,237,600;4,978,600;4,042,600;3,402,400;5,243,200;7,190,000;5,792,700;11,294,200;5,677,400;11,379,400;7,043,400;4,729,600;5,274,900;5,501,500;5,206,500;4,853,100;6,558,000;6,101,100;4,282,900;4,264,400;5,408,200;10,857,000;6,294,500;6,828,400;5,246,000;6,606,200;4,202,800;4,159,400;3,675,500;3,139,200;2,904,900;3,246,000;5,690,300;4,086,900;5,024,900;4,893,600;12,472,900;10,831,800;7,001,700;14,585,000;5,941,700;4,928,400;4,896,500;7,923,800;5,986,000;9,006,300;5,132,800;11,261,500;13,918,100;8,986,900;10,229,400;1,993,500;3,807,300;5,273,100;10,450,900;8,028,500;5,385,600;6,125,300;7,316,100;5,796,100;9,601,000;8,048,900;7,320,200;6,943,700;7,821,300;9,680,100;8,236,200;6,985,600;5,919,500;8,674,100;8,455,600;7,946,700;15,450,000;11,907,200;7,299,200;7,582,500;5,706,700;4,927,000;5,209,200;13,952,100;6,449,400;8,426,400;4,884,300;6,294,500;4,743,800;5,610,300;5,163,000;6,119,900;7,081,400;8,842,300;9,472,300;9,105,200;9,751,000;9,799,600;9,914,600;;;
15;Home Depot Inc.;HD;984,507;3,062,300;2,777,200;3,865,500;2,229,700;3,389,700;4,776,600;3,076,500;3,526,800;2,643,100;2,760,800;3,555,300;2,060,400;2,127,900;3,237,900;3,723,700;5,359,300;2,952,200;3,988,900;2,798,100;2,481,800;2,864,800;2,111,300;3,466,300;4,022,000;2,935,100;3,560,900;2,822,400;2,580,800;1,559,100;1,568,200;1,610,200;2,064,900;3,064,400;2,610,400;2,632,200;3,000,600;9,615,000;5,056,900;4,546,000;5,787,700;4,900,200;3,738,800;3,483,600;4,038,200;3,341,500;5,057,300;3,644,100;3,830,100;15,106,500;3,505,600;4,733,700;3,393,500;4,243,400;6,054,700;4,069,000;3,559,300;3,642,100;5,249,500;9,290,400;6,394,800;4,945,400;7,794,000;3,071,400;3,371,800;3,260,200;4,401,600;4,823,900;4,426,400;3,309,100;4,210,900;3,243,100;3,041,500;2,615,000;2,791,600;2,937,100;3,429,100;3,959,500;4,323,000;3,166,500;3,426,700;2,783,100;3,881,600;2,258,200;2,771,900;2,115,400;2,406,000;2,641,500;2,728,000;3,641,300;3,580,000;4,789,100;4,518,600;5,816,600;3,701,000;4,181,800;3,527,900;3,515,800;3,173,500
16;Procter & Gamble Company;PG;3,606,717;6,545,800;7,123,800;6,278,300;6,108,100;5,993,100;6,444,300;7,207,900;9,373,400;6,369,300;6,869,200;5,398,600;6,902,600;6,822,500;7,473,100;8,592,200;12,683,700;10,461,200;9,611,800;5,534,100;7,801,600;8,691,300;4,716,400;5,727,000;7,881,000;5,373,800;7,313,400;6,447,300;4,532,000;3,809,100;4,197,500;4,215,100;3,401,800;5,904,900;5,024,700;5,646,100;5,881,800;19,966,400;7,117,200;7,385,600;7,680,600;6,142,400;5,868,200;5,187,100;6,175,500;6,866,700;5,402,500;4,938,300;6,927,400;12,396,800;5,634,200;6,628,200;2,411,100;4,296,000;5,372,900;6,377,200;5,671,400;5,186,300;6,193,700;7,732,400;8,516,200;7,175,200;8,068,700;5,690,700;5,266,200;6,746,800;5,555,400;5,204,000;7,318,100;6,428,300;8,346,300;6,996,400;6,676,700;6,612,800;6,776,000;6,946,000;6,394,600;8,168,000;9,993,700;7,114,200;6,664,600;5,516,800;6,910,500;6,823,500;5,516,200;6,923,300;6,095,400;5,530,800;5,071,100;7,211,600;8,477,700;9,431,900;7,128,500;10,455,100;7,722,200;7,396,400;;;
17;Mastercard Incorporated Class A;MA;1,183,238;2,287,300;2,193,600;2,309,100;2,068,300;2,739,600;2,761,600;2,951,900;3,137,400;2,688,600;3,405,600;3,718,400;3,501,900;2,756,300;2,743,900;3,863,400;3,111,200;2,747,100;2,814,500;4,260,000;3,291,200;3,370,200;3,485,900;3,913,500;4,432,400;2,608,500;2,661,000;2,933,600;1,617,600;1,459,800;1,854,100;1,637,700;1,914,500;2,276,100;2,087,000;1,895,900;2,457,300;5,947,100;2,774,900;2,587,200;3,072,200;2,427,100;2,301,100;1,998,600;2,454,300;2,353,300;2,202,500;2,015,500;3,374,700;4,252,300;1,724,200;2,226,200;944,400;1,937,300;2,510,700;1,965,100;2,737,700;2,004,500;2,579,600;2,983,600;2,348,900;3,734,700;3,255,000;3,001,200;2,387,500;2,742,100;3,414,000;2,860,900;3,074,900;3,660,400;3,157,900;3,644,400;4,725,800;5,278,000;3,012,400;3,184,100;3,599,600;2,463,800;1,914,300;3,096,000;3,417,600;3,106,300;3,322,800;2,646,800;3,554,900;1,783,500;2,210,800;2,494,400;2,845,200;3,949,200;5,285,200;3,804,200;3,439,700;5,611,400;4,073,300;3,635,600;;;
18;Chevron Corporation;CVX;6,024,014;10,121,200;9,784,700;10,256,500;7,659,500;8,402,800;10,463,400;11,526,400;14,481,300;11,476,000;19,633,700;14,307,800;6,727,500;5,989,000;8,381,300;10,467,000;5,907,200;8,899,200;10,697,700;5,723,400;6,891,400;6,962,600;8,307,000;8,385,600;7,189,400;6,088,200;7,684,500;7,565,400;5,001,000;4,142,100;4,494,400;5,168,000;6,079,100;5,755,000;5,479,400;6,199,100;7,131,600;23,876,000;7,272,900;7,045,500;7,838,800;9,364,900;10,754,300;8,076,600;6,936,300;8,765,000;8,162,200;6,852,300;5,217,400;10,936,700;6,985,400;9,365,500;2,796,400;5,831,200;9,018,000;8,432,900;7,661,500;6,550,500;7,941,100;7,747,300;9,722,400;8,428,300;6,981,500;8,021,700;6,308,200;7,578,000;7,491,900;6,607,800;8,087,500;9,185,600;13,281,000;10,773,900;9,177,400;6,865,300;7,280,600;7,007,700;7,971,300;8,871,500;9,766,800;5,631,200;5,890,400;7,327,900;10,227,500;4,942,000;7,533,300;5,904,500;9,972,500;9,498,300;10,633,100;9,520,200;9,597,400;9,402,700;8,197,600;8,279,800;10,121,000;9,444,000;13,919,700;6,981,100;6,877,000
19;Eli Lilly and Company;LLY;1,049,953;3,070,700;2,399,400;2,464,100;3,055,700;5,669,900;13,036,600;2,990,900;2,406,700;2,647,700;2,361,500;2,576,200;2,503,300;2,242,500;3,403,100;5,388,500;2,658,300;2,302,300;2,435,200;1,690,500;2,019,700;2,602,800;2,465,200;2,980,600;2,128,600;2,008,500;1,886,200;2,006,700;1,388,000;1,077,900;996,000;1,372,100;1,030,300;1,958,100;2,211,200;2,276,000;2,658,400;6,612,200;3,437,100;5,095,500;5,032,600;2,639,200;2,787,200;2,090,900;1,629,100;1,971,000;2,296,500;1,925,600;2,516,100;5,556,400;2,207,000;2,481,300;1,039,100;1,993,000;2,460,400;1,999,200;2,420,900;2,929,700;3,563,800;4,180,700;4,717,400;6,646,300;2,994,000;2,323,700;3,278,600;2,560,300;3,004,600;2,602,500;3,774,400;7,013,000;4,258,200;2,942,100;2,347,600;2,373,500;2,513,100;3,375,900;3,274,700;1,761,200;2,419,000;2,087,100;2,230,000;2,231,400;2,657,400;1,764,700;2,598,900;1,956,200;2,601,600;4,299,200;2,186,100;2,622,500;3,340,500;4,474,100;3,743,100;9,436,300;3,019,600;3,760,000;4,572,600;5,918,300;2,241,200
20;Merck & Co. Inc.;MRK;3,281,525;7,976,800;8,596,300;7,904,700;9,054,500;11,210,300;16,229,900;10,103,200;7,938,900;6,476,600;7,782,700;9,672,700;6,168,000;7,424,200;8,998,800;9,211,000;6,772,900;8,799,500;10,241,100;5,757,800;8,914,800;8,626,500;12,122,800;12,858,800;8,631,400;9,578,900;8,698,600;8,062,500;5,498,000;4,467,200;5,107,800;5,125,800;4,547,400;8,373,700;6,640,900;8,022,000;6,949,500;29,465,900;9,871,400;10,788,300;15,836,900;10,956,600;9,667,800;7,354,800;8,270,400;7,458,700;6,961,900;6,943,600;10,110,500;20,305,800;9,352,400;9,524,500;3,163,700;5,749,600;8,295,700;8,899,300;11,626,300;8,496,800;8,757,700;7,965,900;8,958,200;13,342,800;9,556,000;10,602,900;8,503,900;8,644,500;8,877,600;9,912,700;9,503,500;11,079,300;11,043,800;11,228,000;12,218,400;10,374,700;8,747,900;11,414,900;10,297,200;7,626,000;8,546,100;9,530,400;12,139,700;9,847,600;9,382,800;8,522,200;9,743,500;14,485,000;8,837,400;8,055,500;6,065,700;7,373,000;9,186,900;9,035,600;6,601,300;6,840,000;6,532,100;8,841,000;9,038,500;12,329,700;7,190,800
21;AbbVie Inc.;ABBV;4,330,568;12,216,300;5,753,800;5,401,900;4,297,000;6,543,900;6,160,800;5,439,900;5,628,700;4,573,400;4,590,500;4,577,800;5,744,300;5,171,400;7,616,400;7,058,700;7,169,900;6,190,800;8,507,000;6,019,300;7,665,100;7,492,000;5,936,200;7,833,000;5,098,600;3,516,000;4,440,400;4,937,500;3,679,900;3,112,500;2,944,500;2,669,200;2,685,100;3,606,000;3,707,200;4,221,000;4,033,400;18,905,500;5,268,300;4,485,400;5,050,400;4,109,400;4,644,800;4,274,400;4,637,800;5,480,400;4,859,400;4,304,900;5,827,800;12,342,500;3,689,000;3,902,800;1,661,900;3,221,100;5,351,100;6,492,100;5,691,100;5,069,500;7,358,700;5,909,500;7,077,100;6,786,400;5,607,700;4,573,700;4,637,500;4,304,000;4,623,700;3,850,700;5,345,000;6,351,200;8,604,800;10,812,200;6,850,400;4,727,900;5,229,400;5,139,700;5,419,400;3,880,100;3,333,300;3,540,400;4,016,200;5,290,500;5,066,200;4,528,000;5,675,100;3,830,800;4,648,800;5,124,800;4,777,900;6,612,300;7,437,500;15,359,000;5,509,400;5,226,700;5,598,000;5,697,800;;;
22;Bank of America Corp;BAC;15,572,897;35,247,400;28,032,800;44,100,200;29,463,200;37,396,600;33,729,100;44,438,700;38,917,400;27,353,500;29,953,000;30,035,500;28,859,700;26,716,700;33,683,300;44,979,000;42,707,100;54,517,800;56,458,400;89,631,800;44,230,400;36,783,700;35,096,000;43,818,800;34,028,800;34,177,000;41,998,500;35,221,500;28,191,300;22,252,900;30,541,000;22,776,100;21,378,600;30,234,400;32,544,000;35,561,100;38,374,100;61,795,200;49,027,600;48,819,500;54,804,800;41,060,500;36,985,500;45,491,100;49,234,100;84,085,700;71,386,600;42,295,300;46,213,200;51,747,900;27,048,800;35,428,300;16,118,500;18,934,700;23,499,300;27,935,700;32,041,800;23,689,700;23,813,000;46,082,800;35,541,400;35,688,700;45,702,800;30,164,400;32,664,300;37,533,700;39,369,400;30,046,500;57,380,600;29,913,200;32,565,500;31,659,100;35,261,900;41,104,600;37,132,300;33,765,600;54,870,300;39,549,100;43,139,900;81,937,900;88,896,800;58,108,500;67,671,000;36,137,900;58,124,000;37,669,100;52,304,600;40,891,900;35,791,100;39,758,700;34,591,700;42,294,100;35,220,900;38,372,900;43,396,600;40,360,200;55,316,100;47,527,500;51,667,800
