ID;Name;Symbol;Volume;v-1;v-2;v-3;v-4;v-5;v-6;v-7;v-8;v-9;v-10;v-11;v-12;v-13;v-14;v-15;v-16;v-17;v-18;v-19;v-20;v-21;v-22;v-23;v-24;v-25;v-26;v-27;v-28;v-29;v-30;v-31;v-32;v-33;v-34;v-35;v-36;v-37;v-38;v-39;v-40;v-41;v-42;v-43;v-44;v-45;v-46;v-47;v-48;v-49;v-50;v-51;v-52;v-53;v-54;v-55;v-56;v-57;v-58;v-59;v-60;v-61;v-62;v-63;v-64;v-65;v-66;v-67;v-68;v-69;v-70;v-71;v-72;v-73;v-74;v-75;v-76;v-77;v-78;v-79;v-80;v-81;v-82;v-83;v-84;v-85;v-86;v-87;v-88;v-89;v-90;v-91;v-92;v-93;v-94;v-95;v-96;v-97;v-98
134;Synopsys Inc.;SNPS;309,978;1,061,400;757,000;692,700;578,400;941,300;939,700;844,300;934,200;629,800;489,800;544,800;429,300;448,300;661,800;816,600;630,700;587,100;653,900;550,700;535,300;592,100;530,500;717,700;603,900;794,200;790,400;706,100;541,000;416,200;349,300;467,900;341,200;677,000;532,100;1,056,600;1,218,400;2,397,100;1,343,800;1,483,000;1,130,400;968,700;819,000;996,500;817,600;858,800;1,358,200;1,076,300;1,310,200;1,586,000;561,100;837,700;247,500;395,900;562,700;567,700;477,600;710,100;709,400;700,600;897,900;1,276,000;1,269,600;1,040,000;1,118,100;1,239,700;1,025,800;857,300;797,300;689,900;781,400;662,500;918,200;992,200;1,422,200;837,700;1,290,700;669,300;451,400;834,500;1,087,900;990,800;2,003,500;1,851,700;2,919,900;1,918,100;1,093,400;917,700;1,094,300;801,700;1,077,100;1,312,400;901,500;937,600;874,700;1,010,400;845,200;1,107,700;
135;Marathon Petroleum Corporation;MPC;1,687,795;2,788,400;3,005,500;5,361,900;4,190,100;3,254,500;6,275,700;5,189,900;5,408,700;4,152,300;3,400,100;4,005,300;3,671,600;3,782,200;3,963,400;2,881,300;2,475,500;3,709,300;3,746,900;2,780,500;3,091,300;2,976,900;2,752,200;3,716,700;3,102,500;4,093,600;3,664,600;4,363,900;2,369,600;2,054,100;2,650,600;2,420,000;2,388,000;2,699,600;3,226,000;3,520,700;3,408,900;14,691,100;4,255,900;4,257,800;4,260,300;5,812,600;5,379,700;4,547,400;5,190,200;5,049,300;4,945,600;3,889,000;3,243,600;7,568,400;2,921,500;3,413,400;1,588,500;3,941,400;4,314,000;5,107,400;3,783,500;3,196,800;2,758,500;3,580,700;2,839,000;3,390,200;2,875,400;2,882,400;2,108,700;4,505,800;2,748,400;3,042,000;3,994,900;5,767,300;3,158,500;2,552,700;2,518,700;2,476,300;3,139,200;2,691,300;3,074,900;2,733,100;3,627,200;2,755,300;2,340,600;3,055,600;3,243,900;3,051,900;3,213,400;2,751,500;3,114,900;2,396,900;4,493,400;5,011,100;3,777,800;5,011,700;2,767,700;5,233,500;3,748,600;5,627,300;8,268,000;3,163,100;4,218,800
136;HCA Healthcare Inc;HCA;492,261;733,700;846,300;851,100;887,700;936,600;1,364,300;1,575,900;1,916,800;1,486,800;1,918,600;1,799,500;1,695,600;2,223,200;1,888,200;1,241,200;1,713,800;1,812,800;1,887,900;1,039,300;1,389,100;1,170,800;671,500;1,544,300;1,164,000;1,353,800;1,186,400;1,058,300;710,300;567,600;603,400;532,100;592,200;961,600;786,200;1,093,500;871,900;2,206,700;1,280,300;1,161,300;1,189,000;1,162,300;823,800;1,188,000;974,700;1,260,800;741,700;803,600;1,205,600;2,431,200;774,800;1,072,600;385,100;973,500;1,543,200;1,433,600;1,085,800;1,271,200;2,014,300;1,565,500;1,224,200;1,333,700;1,346,900;1,221,000;1,236,300;1,254,600;1,648,000;1,486,000;1,296,100;1,084,800;1,424,900;1,390,400;1,642,500;1,481,500;2,330,300;3,205,800;6,288,100;2,469,300;1,007,600;1,459,100;962,900;1,118,800;1,314,400;1,139,700;1,729,300;1,101,500;1,303,100;1,118,000;1,280,400;1,814,100;1,526,900;1,330,100;1,129,200;1,724,800;1,617,300;1,385,300;1,297,800;1,074,400;898,000
137;Emerson Electric Co.;EMR;2,061,462;6,776,800;6,672,100;3,241,500;3,252,800;3,266,300;4,925,300;3,742,500;3,698,400;2,965,300;3,657,400;3,293,900;3,455,900;2,805,600;5,340,500;6,211,100;4,789,600;6,030,300;8,797,700;2,229,200;2,524,600;2,718,800;2,929,300;3,147,700;2,610,900;2,480,000;3,965,500;2,519,100;1,422,900;1,830,000;2,222,800;3,330,000;2,977,700;4,534,200;3,541,900;3,678,300;3,527,500;5,704,700;4,251,500;4,101,200;4,060,700;2,869,500;2,579,600;2,718,800;4,378,700;3,281,200;3,202,400;3,736,500;2,893,200;4,132,900;3,414,700;3,934,600;1,324,800;2,901,000;2,571,500;3,054,200;4,213,500;2,742,800;2,820,600;3,685,700;3,046,900;4,345,200;4,138,200;3,517,100;3,714,600;3,754,800;5,107,000;5,364,900;6,772,100;4,960,400;6,653,600;2,499,400;2,412,300;2,014,700;2,385,500;2,274,600;3,168,200;2,547,500;3,058,100;2,610,700;2,649,400;3,237,200;4,100,000;2,565,100;4,205,900;4,016,800;4,655,300;3,696,900;4,965,800;2,947,400;2,950,600;2,768,000;2,304,400;3,851,100;2,658,800;2,668,300;3,258,200;2,459,500;2,235,300
138;General Dynamics Corporation;GD;379,045;1,095,300;1,138,700;1,186,100;1,099,100;1,650,100;1,541,100;1,137,700;1,303,100;1,138,000;1,324,300;1,429,800;2,727,600;1,443,500;1,264,500;1,499,900;1,200,400;1,697,900;1,339,000;1,459,200;685,500;856,300;1,274,200;1,571,500;1,074,800;945,800;1,076,700;777,900;725,300;458,000;384,600;590,800;581,600;612,600;701,000;848,500;1,134,900;2,123,200;914,800;768,900;993,400;765,300;748,200;768,900;898,600;847,600;966,900;1,059,000;833,900;1,907,200;598,300;656,400;368,400;941,200;730,000;802,400;1,020,100;668,200;709,000;1,223,200;1,461,200;1,395,200;1,150,600;599,000;883,400;846,900;1,385,000;1,307,900;1,419,800;1,005,300;1,480,900;1,526,900;1,140,300;1,389,200;1,283,000;955,200;1,365,900;1,184,100;1,158,900;1,204,500;1,082,900;1,039,600;792,300;833,300;1,138,300;759,800;1,226,900;929,800;984,900;801,300;1,139,900;1,208,800;987,300;952,800;741,700;797,400;;;
139;Pioneer Natural Resources Company;PXD;1,155,028;1,603,800;2,004,400;2,068,100;2,252,900;2,472,700;2,908,000;2,340,900;1,360,100;1,805,100;1,781,200;2,292,700;1,761,900;1,327,800;1,189,300;1,608,700;1,653,300;1,629,600;1,436,700;1,146,500;1,600,300;1,181,500;1,302,400;1,783,200;1,816,800;1,214,100;1,813,300;2,752,400;948,800;1,167,400;1,276,600;1,742,100;1,562,700;2,131,000;1,611,500;1,701,400;2,028,000;3,748,700;2,212,000;1,937,000;2,524,500;2,860,000;2,678,200;2,502,700;2,370,100;2,528,400;2,033,200;1,656,400;2,058,800;5,303,300;1,759,600;3,200,200;1,078,200;1,918,000;2,299,300;2,841,800;2,402,900;1,595,700;2,178,100;1,993,600;1,744,200;2,226,600;2,116,200;2,847,300;1,535,500;1,766,700;2,226,600;2,788,600;2,171,100;2,450,100;2,414,300;3,529,700;2,259,400;2,464,700;2,077,300;2,280,800;2,531,500;2,095,600;1,567,100;1,373,200;1,450,400;2,692,400;1,747,400;1,979,300;2,124,500;2,066,200;3,038,700;2,801,400;3,027,000;2,846,500;2,947,300;2,599,100;2,394,900;2,800,700;2,447,200;3,611,100;3,511,300;1,677,900;1,730,200
140;Ford Motor Company;F;43,905,910;78,545,800;62,028,400;70,671,100;77,262,800;165,357,500;102,579,800;70,641,000;83,093,300;64,512,600;62,066,500;48,970,900;37,739,000;41,537,400;49,688,000;44,288,900;52,918,500;48,774,400;60,774,900;96,317,800;58,113,700;51,911,600;47,065,500;50,865,500;53,066,500;50,785,600;53,429,700;45,809,000;39,149,700;53,550,300;49,375,400;44,837,400;38,200,700;75,158,700;49,256,000;82,057,900;88,062,500;118,345,700;55,725,300;51,199,900;57,872,100;35,473,800;41,553,600;32,376,300;36,609,800;39,996,000;39,714,500;42,417,400;45,335,100;61,537,300;28,380,800;35,249,700;12,980,900;25,974,200;28,738,800;34,087,100;37,101,900;54,317,900;47,484,200;61,835,700;57,691,600;60,187,600;75,638,500;74,199,200;52,731,900;48,176,900;61,489,100;58,782,600;73,673,500;47,454,700;54,676,700;55,777,900;88,421,500;86,833,600;66,391,600;64,717,700;55,132,700;55,568,100;54,130,000;53,603,400;59,561,700;55,127,700;70,487,400;59,628,500;75,173,200;115,548,900;56,494,500;64,531,900;87,919,100;87,629,200;66,198,300;71,688,200;84,534,900;72,701,600;87,044,400;89,300,400;104,043,700;82,004,400;94,271,600
141;Dollar General Corporation;DG;575,347;1,703,900;1,346,800;1,771,000;1,414,200;2,013,200;1,896,400;1,166,200;3,089,100;1,663,200;1,230,400;3,039,400;1,869,800;1,655,600;1,512,400;2,148,000;3,042,500;2,018,300;1,795,800;1,869,500;2,436,600;3,346,400;1,730,300;2,363,100;2,212,800;1,746,300;2,472,100;1,812,200;1,145,700;960,100;1,196,800;1,643,900;1,452,400;1,931,500;2,527,100;1,539,000;2,473,400;4,086,400;2,105,700;1,904,800;2,499,200;1,497,100;1,408,700;1,787,300;1,759,200;2,398,700;2,369,600;5,253,600;8,226,200;2,146,800;1,520,900;1,818,900;889,000;1,182,900;1,765,400;1,794,100;986,800;1,089,200;1,379,800;1,979,000;1,570,700;1,621,800;2,034,400;1,648,700;2,278,400;1,788,700;1,704,100;1,430,200;1,388,100;1,417,400;1,765,500;1,969,400;1,652,500;1,693,500;2,470,500;1,548,400;2,028,500;1,752,700;1,134,700;1,379,600;1,500,100;1,474,100;2,062,500;1,270,200;1,542,600;1,333,200;1,595,700;1,063,900;1,693,900;2,167,100;1,827,900;2,239,000;1,700,000;1,362,300;1,620,600;2,134,500;;;
142;McKesson Corporation;MCK;537,942;1,016,800;761,000;953,400;1,335,400;1,320,500;2,692,000;1,739,100;1,252,400;674,800;750,800;858,200;985,400;919,000;1,132,100;1,326,700;790,200;734,300;803,700;701,800;756,000;956,500;742,500;1,092,400;993,700;1,075,600;959,400;732,700;498,900;648,500;783,000;842,900;514,100;752,400;744,700;1,109,400;1,491,100;2,851,000;1,445,500;1,570,400;1,255,800;983,600;1,229,400;803,300;1,141,400;965,800;864,800;1,052,700;927,600;2,060,600;871,700;1,018,500;330,400;739,700;1,065,400;793,400;858,600;915,400;1,244,800;1,416,600;1,219,200;3,030,900;1,928,300;896,500;1,242,900;573,600;1,247,300;1,211,500;1,626,100;1,518,900;1,145,500;885,700;971,300;997,500;927,200;1,118,200;1,032,900;680,500;794,200;866,500;835,100;726,800;1,196,700;793,700;688,700;599,200;679,200;585,900;499,200;877,300;763,700;859,300;659,300;1,108,700;935,900;710,200;815,200;1,111,800;770,500
143;Dominion Energy Inc;D;2,664,836;7,760,900;9,473,600;4,446,200;4,223,500;7,882,100;6,472,600;5,232,900;8,194,000;3,799,700;2,375,500;2,718,000;3,118,100;4,898,200;4,109,600;4,090,400;3,748,000;4,663,700;5,112,800;3,581,600;3,715,100;5,578,900;6,264,500;6,622,000;7,520,000;5,700,700;7,016,700;6,226,200;3,551,800;3,121,000;2,869,800;2,955,900;2,855,200;4,147,400;3,962,500;5,518,300;7,089,700;16,155,700;6,976,800;7,844,400;6,679,100;7,001,200;7,960,300;5,615,000;6,346,400;9,698,900;5,548,200;4,440,700;6,435,300;9,257,300;3,895,500;6,469,000;1,702,100;3,608,800;3,578,800;5,112,200;7,368,300;3,660,600;4,158,900;5,575,900;15,961,400;5,615,100;8,582,900;11,129,900;8,069,700;20,566,200;7,620,900;3,770,400;3,134,100;3,780,400;7,312,800;3,065,500;2,762,100;4,203,600;4,108,700;5,847,200;3,607,000;3,300,000;2,415,900;2,904,600;4,322,000;4,577,700;6,225,700;6,378,000;4,155,900;3,888,300;4,691,600;7,388,200;4,912,500;6,024,400;6,405,300;5,927,600;5,208,300;2,956,600;3,817,700;3,212,500;3,493,500;2,964,800;3,615,600
144;Activision Blizzard Inc.;ATVI;3,643,496;12,592,100;26,724,100;14,881,700;13,405,600;5,779,400;4,696,100;4,575,400;4,118,000;4,247,400;4,381,700;3,960,800;4,004,300;5,069,600;6,319,100;7,341,400;5,331,000;7,905,900;10,044,400;4,329,100;4,894,300;5,070,100;5,134,300;8,414,600;5,443,900;3,719,600;4,825,300;3,990,300;2,710,400;3,150,100;3,049,900;1,728,900;2,069,300;3,139,900;4,922,100;3,189,500;3,109,600;8,680,400;6,994,200;4,889,600;8,246,100;11,321,200;8,249,900;19,336,100;11,773,000;8,052,500;7,570,800;6,146,900;7,389,900;9,736,700;6,277,600;10,881,600;9,179,800;3,936,100;5,302,700;6,223,600;7,745,400;7,084,200;5,514,500;6,767,600;5,513,800;4,453,900;9,191,700;4,422,100;8,805,000;8,740,900;4,333,100;4,454,600;5,528,000;5,806,700;6,632,400;7,212,400;4,538,200;6,084,700;6,583,200;4,495,100;4,371,500;5,179,000;4,602,600;5,305,700;14,494,600;5,140,400;6,169,100;4,096,700;5,381,500;4,283,000;4,208,200;5,820,200;7,543,700;9,470,300;4,561,900;9,498,200;5,977,600;7,529,300;6,325,200;5,573,100;8,176,700;8,426,000;
145;Cadence Design Systems Inc.;CDNS;484,569;1,489,600;1,389,200;1,208,600;1,072,000;1,158,900;1,909,700;1,613,200;1,741,900;1,191,200;1,137,500;857,100;1,103,300;1,201,900;1,813,500;1,768,500;1,549,400;1,445,600;2,034,200;1,021,100;1,039,200;1,523,600;1,302,100;1,924,900;1,194,200;1,728,200;1,329,000;992,800;739,400;771,600;769,500;615,200;709,700;1,154,000;1,178,700;1,353,500;944,700;2,992,900;1,584,600;1,459,400;1,657,400;1,414,100;1,299,800;1,397,200;1,674,000;1,152,400;1,441,400;1,255,300;1,931,900;2,565,600;1,142,200;1,401,100;441,100;721,500;1,118,400;1,184,900;1,198,600;1,555,200;1,137,500;2,008,800;1,773,100;2,273,800;2,656,200;1,070,000;1,236,400;2,085,300;2,998,700;1,870,200;2,667,200;1,299,600;1,544,200;1,944,800;2,169,000;2,485,800;5,082,600;1,832,200;2,034,400;1,599,900;1,164,600;1,683,400;2,288,000;2,373,500;4,676,600;2,662,100;4,034,100;2,242,400;2,415,700;1,849,700;2,585,500;2,127,000;1,797,500;2,156,800;1,584,900;1,477,100;1,539,200;1,776,500;1,669,300;1,811,300;
146;O'Reilly Automotive Inc.;ORLY;382,472;990,800;909,100;687,300;532,600;388,200;458,300;515,200;413,500;473,500;905,400;354,300;362,300;404,100;491,900;429,600;348,700;351,900;299,900;325,000;517,900;339,700;350,800;334,600;420,200;366,600;499,200;455,500;283,400;265,700;334,000;265,200;188,400;372,600;398,600;432,300;524,000;1,180,700;485,300;529,500;521,100;342,900;327,200;324,100;558,000;681,700;331,600;365,600;339,500;797,500;411,600;423,000;154,200;225,800;332,800;493,600;399,400;358,100;631,200;568,300;562,300;652,300;467,700;427,600;309,500;373,100;473,400;339,600;689,100;562,000;534,900;567,500;946,500;734,500;652,000;580,800;418,300;427,900;372,800;382,800;479,300;486,600;525,200;402,900;653,100;375,600;466,700;300,800;349,200;505,400;478,100;517,200;444,900;533,500;503,100;533,900;462,000;385,700;
147;FedEx Corporation;FDX;612,975;1,245,100;1,425,900;1,822,300;1,890,000;2,254,700;3,836,500;5,262,100;2,423,200;2,091,600;1,435,500;1,045,800;1,020,400;1,238,900;1,642,200;1,595,600;1,321,200;1,337,800;1,853,500;1,343,800;1,560,600;1,913,000;1,694,400;2,894,300;2,039,400;2,441,600;2,286,000;2,193,900;1,558,300;1,362,900;1,705,200;1,936,600;3,035,900;5,122,100;7,904,800;5,451,400;2,783,800;3,383,700;1,802,600;1,611,700;2,754,300;2,461,600;1,475,000;2,229,500;1,500,200;2,064,100;1,560,700;2,060,300;1,562,500;5,014,500;1,662,900;2,656,900;445,300;1,758,000;1,457,300;1,385,200;1,845,900;1,641,100;2,388,400;5,216,900;2,999,100;4,436,500;3,783,100;2,257,200;3,602,700;1,711,900;1,473,800;6,053,200;2,281,900;2,199,500;1,911,000;2,568,600;1,646,700;3,733,800;3,077,700;2,857,600;6,074,900;3,652,100;3,433,700;3,136,200;3,187,000;2,269,800;2,993,400;2,468,100;6,045,600;5,310,500;7,783,500;4,254,600;7,169,300;10,089,400;2,701,200;3,642,600;5,199,200;4,959,200;4,466,400;5,698,200;7,195,500;10,265,500;5,491,600
148;Sempra Energy;SRE;409,050;1,412,700;1,057,800;906,400;870,600;1,461,800;1,940,500;1,186,100;1,514,600;1,537,000;1,279,400;828,600;662,800;837,800;803,000;1,346,200;1,502,900;1,161,000;1,473,600;1,128,900;1,177,800;1,555,600;989,000;1,173,700;1,276,000;1,004,800;841,600;1,327,800;1,072,300;935,800;794,100;521,200;637,300;1,168,700;887,100;971,500;987,400;3,089,100;943,100;1,066,100;1,229,400;801,100;887,900;1,416,700;1,362,100;1,249,900;872,500;1,086,400;1,461,100;2,254,900;688,300;1,181,500;402,000;1,149,300;767,800;781,400;1,449,700;1,210,100;1,572,900;1,047,600;1,425,600;1,191,500;1,131,000;1,206,000;1,115,900;1,093,300;1,916,000;1,880,600;1,502,500;932,500;1,307,500;954,800;1,326,700;1,878,300;1,045,100;878,300;1,353,600;1,586,600;969,900;1,703,700;1,292,900;1,791,200;2,702,600;1,693,000;1,470,200;1,385,700;1,361,800;1,623,300;1,517,400;1,010,400;1,598,000;2,167,000;970,600;1,322,100;1,873,800;1,730,200;;;
149;Moody's Corporation;MCO;212,254;865,800;549,800;834,800;865,200;1,053,600;1,196,900;1,516,500;1,526,700;973,500;630,100;913,300;1,261,400;1,117,400;917,400;2,579,700;880,500;1,811,500;1,659,600;835,800;789,500;769,400;472,400;752,300;572,800;407,700;588,600;613,800;432,000;316,700;395,700;424,700;320,600;446,100;644,500;583,800;525,100;1,024,200;717,900;1,041,100;1,067,600;870,200;620,400;842,700;596,000;647,400;702,400;479,300;832,500;1,354,400;576,200;727,400;430,400;397,900;381,600;555,100;697,500;845,300;801,200;861,900;1,075,400;1,882,100;1,585,500;514,500;733,200;524,100;577,100;540,300;939,600;789,500;882,600;858,600;1,017,400;1,156,700;1,602,300;1,306,300;990,300;730,400;729,800;1,023,200;785,700;770,300;866,700;758,200;901,800;762,800;961,800;863,500;820,200;855,000;588,500;985,300;740,600;592,800;969,300;886,300;877,100;1,281,500;556,400
150;Valero Energy Corporation;VLO;2,852,652;3,821,500;4,991,100;3,591,400;4,401,800;3,025,600;4,171,100;4,159,200;5,427,300;2,991,300;3,637,000;4,708,100;2,955,900;3,144,900;3,908,300;3,709,500;3,224,800;3,564,400;2,781,100;2,602,900;3,269,400;4,172,500;3,518,100;4,438,500;4,818,100;4,974,600;3,283,700;3,671,600;2,041,500;2,456,800;3,856,300;3,484,400;3,270,300;3,035,800;3,040,100;3,156,200;3,260,800;6,945,900;3,233,600;3,607,800;3,828,800;5,807,300;4,975,100;4,984,300;4,990,400;4,494,800;5,081,200;5,488,000;4,563,400;8,274,300;4,075,800;3,393,000;998,200;2,878,200;3,134,400;3,927,500;3,388,300;2,897,600;4,649,700;4,765,800;4,593,700;4,438,000;2,916,300;4,125,900;3,736,900;3,767,900;3,204,000;3,218,900;4,053,600;3,974,000;4,265,100;3,505,100;3,488,600;3,306,600;4,396,400;4,596,000;3,401,900;4,177,600;4,692,900;4,929,400;3,712,400;3,737,800;4,495,600;4,252,300;2,874,900;3,494,700;4,557,800;2,858,000;4,207,200;4,324,800;3,970,400;3,718,500;3,152,900;4,073,900;3,256,400;4,691,700;5,809,100;3,026,800;4,301,300
151;NXP Semiconductors NV;NXPI;543,137;2,010,600;1,935,600;2,270,100;2,059,900;2,654,700;2,815,900;4,468,400;4,265,200;3,948,800;2,077,000;2,996,400;1,328,500;1,627,000;3,386,200;2,322,300;2,163,200;1,565,800;1,991,000;2,006,400;1,705,000;2,019,200;2,219,700;1,834,400;2,063,200;1,692,400;1,678,400;1,900,300;1,021,000;2,016,600;1,433,300;1,374,900;1,212,300;2,759,100;1,737,500;1,101,400;1,418,200;3,696,400;2,570,300;1,968,700;3,081,300;2,048,400;1,962,000;2,520,300;1,427,200;1,904,000;1,208,100;1,620,000;2,083,000;3,654,000;1,347,300;2,758,000;735,400;1,586,500;1,695,500;1,271,200;1,533,700;1,460,500;2,204,400;2,335,600;1,823,400;2,515,200;4,487,700;2,780,100;2,659,200;2,451,100;2,385,700;2,373,300;2,976,800;4,306,600;3,307,200;2,552,000;2,197,900;2,023,300;2,831,900;1,921,700;2,496,400;2,895,700;2,160,400;2,218,500;1,972,100;2,893,000;3,307,200;2,066,900;3,004,200;1,812,000;2,752,800;1,559,800;1,904,500;2,392,200;2,415,500;2,112,800;2,841,100;2,103,800;1,741,500;2,167,900;2,680,300;2,090,000;1,528,500
152;Edwards Lifesciences Corporation;EW;1,245,460;3,781,900;3,762,700;3,593,800;3,999,300;4,743,800;5,586,800;7,456,600;6,280,400;3,418,500;2,623,100;2,360,400;2,593,200;2,434,900;2,349,800;2,887,600;2,980,200;2,929,500;3,689,200;2,031,900;2,815,300;4,227,800;3,267,500;3,316,500;3,610,400;2,691,900;3,071,100;3,197,700;2,378,700;3,683,100;1,793,700;2,050,900;2,304,600;4,005,300;3,616,400;4,066,200;3,757,700;9,059,600;5,150,700;5,055,800;4,041,900;4,783,400;6,135,100;7,249,800;7,678,800;7,374,400;11,782,400;3,156,800;4,397,900;7,007,400;6,380,200;3,643,300;1,566,800;3,466,300;3,982,000;6,162,800;3,519,700;3,413,000;5,152,000;7,599,600;4,636,500;4,984,500;4,030,700;10,835,800;12,586,400;5,785,200;6,172,600;12,897,400;11,860,500;7,691,200;8,015,400;18,719,700;4,338,700;4,502,500;6,208,000;3,569,600;4,236,900;3,838,700;2,000,800;2,977,200;3,224,800;2,354,600;2,564,700;2,487,700;2,318,000;1,666,800;2,294,200;2,170,200;2,971,500;2,391,000;2,178,100;2,726,000;2,659,600;2,874,100;3,106,300;2,030,200;3,318,600;2,751,200;
153;Amphenol Corporation Class A;APH;885,217;2,630,100;2,612,800;3,271,200;2,266,800;2,912,700;2,683,800;2,294,500;1,992,600;1,714,300;2,594,300;2,917,300;3,880,500;2,484,200;2,371,800;2,941,500;2,686,400;3,687,000;2,013,400;2,069,700;2,075,500;2,138,200;1,473,300;1,972,400;1,821,100;3,413,200;2,131,600;2,542,600;1,236,700;1,127,300;1,142,600;1,556,700;1,395,500;1,848,800;1,824,500;2,470,700;2,216,600;4,561,100;2,199,400;3,346,400;3,573,900;2,380,500;1,411,700;2,276,600;1,515,600;1,222,300;2,053,800;1,340,300;1,655,800;2,737,300;1,663,900;2,311,400;793,700;1,499,600;3,277,400;2,180,200;1,885,200;1,356,900;1,733,500;2,289,100;2,087,200;2,711,100;3,283,500;1,848,000;2,321,700;2,741,200;2,703,100;2,572,000;2,693,800;2,952,300;2,482,400;2,709,400;3,585,200;3,692,900;2,823,800;3,151,200;2,625,400;2,879,200;2,031,500;2,408,000;2,247,800;2,084,100;2,690,900;1,712,500;2,146,300;1,574,000;2,322,800;2,309,100;1,626,200;2,308,700;1,910,000;2,332,900;1,620,800;1,936,300;2,516,800;1,678,300;3,030,800;1,981,200;2,274,200
154;Public Storage;PSA;1,105,244;1,270,200;1,182,700;1,470,600;2,363,600;709,300;557,600;680,800;848,700;1,063,600;628,500;593,600;521,200;686,000;709,500;2,293,900;854,400;1,045,500;756,400;851,100;707,300;731,600;769,800;947,000;857,900;880,900;694,900;1,046,300;432,900;403,500;574,200;314,100;459,800;731,700;574,900;594,700;730,900;2,001,900;1,353,900;1,254,500;992,100;983,900;657,700;1,081,100;937,400;908,200;1,049,700;632,900;652,400;2,217,400;972,600;993,300;394,000;1,057,200;624,700;713,900;1,048,500;511,900;843,100;925,500;781,100;655,700;1,076,700;996,200;1,327,500;756,300;1,050,900;1,417,000;1,534,800;827,200;1,080,300;798,000;650,000;681,100;881,000;772,100;1,558,100;840,200;627,900;853,800;1,030,600;853,900;851,500;475,600;747,500;920,000;842,900;787,200;654,400;1,062,500;868,000;1,124,100;671,600;738,600;564,000;859,800;675,700;774,200;545,800
155;American Electric Power Company Inc.;AEP;876,196;2,779,800;2,901,700;3,160,800;2,657,000;2,593,300;2,533,600;3,290,400;3,339,000;2,866,700;1,647,000;2,262,900;2,302,700;2,225,300;2,157,400;3,119,800;1,778,500;3,775,900;2,575,400;3,709,400;2,505,500;5,187,300;3,975,900;2,561,400;2,287,000;2,374,200;1,963,500;1,870,500;1,404,100;1,415,900;1,391,800;1,327,300;1,406,200;3,310,100;2,399,200;1,975,400;3,337,000;6,084,100;6,069,100;3,048,300;4,842,800;2,132,700;2,552,300;3,735,000;6,140,700;4,255,100;2,496,000;3,492,000;2,846,500;4,346,800;2,044,500;4,529,100;1,252,000;3,323,000;3,286,800;3,150,700;4,318,800;2,587,800;3,294,700;4,912,300;3,045,700;3,966,700;4,114,900;2,932,000;2,959,600;3,038,600;3,304,300;4,020,800;3,166,600;4,169,800;4,104,000;2,633,900;2,740,500;2,197,600;2,580,000;2,141,900;2,278,600;3,165,500;1,806,500;2,612,300;3,606,400;4,001,200;4,047,100;2,552,800;3,921,000;4,127,900;3,717,000;4,211,100;3,296,800;5,094,100;6,209,900;5,127,200;3,429,200;3,419,200;2,924,100;3,504,700;;;
156;Autodesk Inc.;ADSK;640,354;1,581,900;1,024,200;1,021,800;1,174,800;1,199,500;1,827,400;1,313,700;1,633,300;1,122,000;1,284,600;876,600;1,273,200;908,400;1,079,300;1,248,100;987,400;1,117,900;1,194,500;961,000;1,247,100;1,144,100;1,126,800;1,400,800;1,294,200;1,488,400;1,069,600;1,181,600;1,057,500;988,600;1,172,100;914,100;941,100;1,998,700;1,177,300;949,400;1,281,000;2,292,800;1,808,200;1,404,500;1,535,400;1,344,400;1,031,000;1,370,100;1,281,400;1,132,300;1,547,000;1,323,500;1,649,500;4,608,700;1,473,800;1,624,500;1,318,200;6,274,800;2,548,700;1,793,700;1,588,200;1,659,800;2,290,600;1,930,300;1,523,900;1,870,100;1,946,700;1,206,300;1,377,500;2,247,200;2,641,300;1,939,800;2,115,900;1,105,500;965,000;1,051,900;1,625,000;1,180,100;1,237,400;1,050,800;1,053,600;743,100;767,200;1,494,000;1,281,400;1,212,700;1,669,800;1,523,300;1,468,100;1,305,100;1,261,200;1,791,600;1,995,900;2,117,900;1,628,600;1,341,000;1,375,200;1,562,400;1,604,100;1,063,000;1,101,400;1,154,300;
157;Chipotle Mexican Grill Inc.;CMG;170,368;432,300;705,200;649,900;305,500;305,600;322,800;278,700;274,700;277,000;251,500;311,500;359,800;229,500;333,800;290,900;166,300;229,600;334,400;290,000;278,800;246,700;203,300;361,900;284,800;258,400;270,100;321,300;225,000;256,400;193,700;168,100;210,000;241,600;222,300;290,600;302,300;400,400;288,600;223,200;239,700;261,200;172,500;202,000;286,200;460,700;242,300;288,100;296,300;458,900;260,000;161,100;87,500;145,600;197,300;190,600;201,200;225,300;197,900;283,900;264,400;443,700;400,600;236,200;281,800;247,000;256,200;385,500;529,500;286,100;297,400;384,800;534,100;1,021,800;668,800;387,300;364,600;238,300;251,500;302,600;289,400;369,000;437,200;356,400;437,200;277,400;279,500;247,100;237,300;250,000;331,200;283,600;239,800;261,100;229,600;249,300;415,800;445,700;
