ID;Comment;Name;Symbol;Last Update;Own;Flag
75;;Lockheed Martin Corporation;LMT;10.02.2023 19:19;0;
76;;Gilead Sciences Inc.;GILD;10.02.2023 19:19;0;
77;;American Express Company;AXP;10.02.2023 19:19;0;
78;;American Tower Corporation;AMT;10.02.2023 19:19;0;
79;;Applied Materials Inc.;AMAT;10.02.2023 19:19;0;
80;;Citigroup Inc.;C;10.02.2023 19:19;0;
81;;Booking Holdings Inc.;BKNG;10.02.2023 19:19;0;
82;;PayPal Holdings Inc.;PYPL;10.02.2023 19:19;0;
83;;TJX Companies Inc;TJX;10.02.2023 19:19;0;
84;;Automatic Data Processing Inc.;ADP;10.02.2023 19:19;0;
85;;Analog Devices Inc.;ADI;10.02.2023 19:19;0;
86;;ServiceNow Inc.;NOW;10.02.2023 19:19;0;
87;;Stryker Corporation;SYK;10.02.2023 19:19;0;
88;;Mondelez International Inc. Class A;MDLZ;10.02.2023 19:19;0;
89;;General Electric Company;GE;10.02.2023 19:19;0;
90;;Chubb Limited;CB;10.02.2023 19:19;0;
91;;Intuitive Surgical Inc.;ISRG;10.02.2023 19:19;0;
92;;Cigna Corporation;CI;10.02.2023 19:20;0;
93;;Marsh & McLennan Companies Inc.;MMC;10.02.2023 19:20;0;
94;;T-Mobile US Inc.;TMUS;10.02.2023 19:20;0;
95;;Altria Group Inc;MO;10.02.2023 19:20;0;
96;;Regeneron Pharmaceuticals Inc.;REGN;10.02.2023 19:20;0;
97;;Progressive Corporation;PGR;10.02.2023 19:20;0;
98;;Target Corporation;TGT;10.02.2023 19:20;0;
99;;Duke Energy Corporation;DUK;10.02.2023 19:20;0;
100;;Vertex Pharmaceuticals Incorporated;VRTX;10.02.2023 19:20;0;
101;;Zoetis Inc. Class A;ZTS;10.02.2023 19:20;0;
102;;Schlumberger NV;SLB;10.02.2023 19:20;0;
103;;Southern Company;SO;10.02.2023 19:20;0;
104;;EOG Resources Inc.;EOG;10.02.2023 19:20;0;
105;;Lam Research Corporation;LRCX;10.02.2023 19:20;0;
106;;Becton Dickinson and Company;BDX;10.02.2023 19:20;0;
107;;Boston Scientific Corporation;BSX;10.02.2023 19:20;0;
108;;Illinois Tool Works Inc.;ITW;10.02.2023 19:20;0;
109;;Fiserv Inc.;FISV;10.02.2023 19:20;0;
110;;CSX Corporation;CSX;10.02.2023 19:20;0;
111;;Equinix Inc.;EQIX;10.02.2023 19:20;0;
112;;U.S. Bancorp;USB;10.02.2023 19:20;0;
113;;Truist Financial Corporation;TFC;10.02.2023 19:20;0;
114;;PNC Financial Services Group Inc.;PNC;10.02.2023 19:20;0;
115;;Aon Plc Class A;AON;10.02.2023 19:20;0;
116;;Micron Technology Inc.;MU;10.02.2023 19:20;0;
117;;Northrop Grumman Corp.;NOC;10.02.2023 19:20;0;
118;;Eaton Corp. Plc;ETN;10.02.2023 19:20;0;
119;;3M Company;MMM;10.02.2023 19:20;0;
120;;Crown Castle Inc.;CCI;10.02.2023 19:31;0;
121;;CME Group Inc. Class A;CME;10.02.2023 19:31;0;
122;;Air Products and Chemicals Inc.;APD;10.02.2023 19:31;0;
123;;Humana Inc.;HUM;10.02.2023 19:31;0;
124;;Colgate-Palmolive Company;CL;10.02.2023 19:31;0;
125;;Freeport-McMoRan Inc.;FCX;10.02.2023 19:31;0;
126;;Intercontinental Exchange Inc.;ICE;10.02.2023 19:31;0;
127;;Estee Lauder Companies Inc. Class A;EL;10.02.2023 19:31;0;
128;;General Motors Company;GM;10.02.2023 19:31;0;
129;;KLA Corporation;KLAC;10.02.2023 19:31;0;
130;;Sherwin-Williams Company;SHW;10.02.2023 19:31;0;
131;;Norfolk Southern Corporation;NSC;10.02.2023 19:32;0;
132;;Waste Management Inc.;WM;10.02.2023 19:32;0;
133;;Moderna Inc.;MRNA;10.02.2023 19:32;0;
134;;Synopsys Inc.;SNPS;10.02.2023 19:32;0;
135;;Marathon Petroleum Corporation;MPC;10.02.2023 19:32;0;
136;;HCA Healthcare Inc;HCA;10.02.2023 19:32;0;
137;;Emerson Electric Co.;EMR;10.02.2023 19:32;0;
138;;General Dynamics Corporation;GD;10.02.2023 19:32;0;
139;;Pioneer Natural Resources Company;PXD;10.02.2023 19:32;0;
140;;Ford Motor Company;F;10.02.2023 19:32;0;
141;;Dollar General Corporation;DG;10.02.2023 19:32;0;
142;;McKesson Corporation;MCK;10.02.2023 19:32;0;
143;;Dominion Energy Inc;D;10.02.2023 19:32;0;
144;;Activision Blizzard Inc.;ATVI;10.02.2023 19:32;0;
145;;Cadence Design Systems Inc.;CDNS;10.02.2023 19:32;0;
146;;O'Reilly Automotive Inc.;ORLY;10.02.2023 19:32;0;
147;;FedEx Corporation;FDX;10.02.2023 19:32;0;
148;;Sempra Energy;SRE;10.02.2023 19:32;0;
149;;Moody's Corporation;MCO;10.02.2023 19:32;0;
150;;Valero Energy Corporation;VLO;10.02.2023 19:32;0;
151;;NXP Semiconductors NV;NXPI;10.02.2023 19:32;0;
152;;Edwards Lifesciences Corporation;EW;10.02.2023 19:32;0;
153;;Amphenol Corporation Class A;APH;10.02.2023 19:32;0;
154;;Public Storage;PSA;10.02.2023 19:32;0;
155;;American Electric Power Company Inc.;AEP;10.02.2023 19:32;0;
156;;Autodesk Inc.;ADSK;10.02.2023 19:32;0;
157;;Chipotle Mexican Grill Inc.;CMG;10.02.2023 19:32;0;
158;;Phillips 66;PSX;10.02.2023 19:32;0;
159;;MetLife Inc.;MET;10.02.2023 19:32;0;
160;;Marriott International Inc. Class A;MAR;10.02.2023 19:32;0;
161;;Microchip Technology Incorporated;MCHP;10.02.2023 19:32;0;
162;;AutoZone Inc.;AZO;10.02.2023 19:32;0;
163;;General Mills Inc.;GIS;10.02.2023 19:32;0;
164;;Roper Technologies Inc.;ROP;10.02.2023 19:32;0;
165;;Archer-Daniels-Midland Company;ADM;10.02.2023 19:32;0;
166;;Agilent Technologies Inc.;A;10.02.2023 19:32;0;
167;;Johnson Controls International plc;JCI;10.02.2023 19:32;0;
168;;Capital One Financial Corp;COF;10.02.2023 19:32;0;
169;;Occidental Petroleum Corporation;OXY;10.02.2023 19:32;0;
170;;MSCI Inc. Class A;MSCI;10.02.2023 19:32;0;
171;;American International Group Inc.;AIG;10.02.2023 19:32;0;
172;;Parker-Hannifin Corporation;PH;10.02.2023 19:32;0;
173;;Nucor Corporation;NUE;10.02.2023 19:32;0;
174;;Travelers Companies Inc.;TRV;10.02.2023 19:32;0;
175;;Kimberly-Clark Corporation;KMB;10.02.2023 19:32;0;
176;;Charter Communications Inc. Class A;CHTR;10.02.2023 19:32;0;
177;;Corteva Inc;CTVA;10.02.2023 19:32;0;
178;;Fidelity National Information Services Inc.;FIS;10.02.2023 19:32;0;
179;;IQVIA Holdings Inc;IQV;10.02.2023 19:32;0;
180;;Dow Inc.;DOW;10.02.2023 19:32;0;
181;;Motorola Solutions Inc.;MSI;10.02.2023 19:32;0;
182;;Trane Technologies plc;TT;10.02.2023 19:33;0;
183;;Realty Income Corporation;O;10.02.2023 19:33;0;
184;;TE Connectivity Ltd.;TEL;10.02.2023 19:33;0;
185;;Simon Property Group Inc.;SPG;10.02.2023 19:33;0;
186;;Biogen Inc.;BIIB;10.02.2023 19:33;0;
187;;DexCom Inc.;DXCM;10.02.2023 19:33;0;
188;;Arthur J. Gallagher & Co.;AJG;10.02.2023 19:33;0;
189;;Exelon Corporation;EXC;10.02.2023 19:33;0;
190;;Centene Corporation;CNC;10.02.2023 19:33;0;
191;;L3Harris Technologies Inc;LHX;10.02.2023 19:33;0;
192;;Ross Stores Inc.;ROST;10.02.2023 19:33;0;
193;;IDEXX Laboratories Inc.;IDXX;10.02.2023 19:33;0;
194;;Hilton Worldwide Holdings Inc;HLT;10.02.2023 19:33;0;
195;;Aflac Incorporated;AFL;10.02.2023 19:33;0;
196;;Monster Beverage Corporation;MNST;10.02.2023 19:33;0;
197;;Devon Energy Corporation;DVN;10.02.2023 19:33;0;
198;;Sysco Corporation;SYY;10.02.2023 19:33;0;
199;;Carrier Global Corp.;CARR;10.02.2023 19:33;0;
200;;Williams Companies Inc.;WMB;10.02.2023 19:33;0;
201;;PACCAR Inc;PCAR;10.02.2023 19:33;0;
202;;Ameriprise Financial Inc.;AMP;10.02.2023 19:33;0;
203;;Prudential Financial Inc.;PRU;10.02.2023 19:33;0;
204;;Hess Corporation;HES;10.02.2023 19:33;0;
205;;Constellation Brands Inc. Class A;STZ;10.02.2023 19:33;0;
206;;Xcel Energy Inc.;XEL;10.02.2023 19:33;0;
207;;Cintas Corporation;CTAS;10.02.2023 19:33;0;
208;;Newmont Corporation;NEM;10.02.2023 19:33;0;
209;;Paychex Inc.;PAYX;10.02.2023 19:33;0;
210;;Ecolab Inc.;ECL;10.02.2023 19:33;0;
211;;Bank of New York Mellon Corp;BK;10.02.2023 19:33;0;
212;;TransDigm Group Incorporated;TDG;10.02.2023 19:33;0;
213;;Yum! Brands Inc.;YUM;10.02.2023 19:33;0;
214;;Allstate Corporation;ALL;10.02.2023 19:33;0;
215;;DuPont de Nemours Inc.;DD;10.02.2023 19:33;0;
216;;Kinder Morgan Inc Class P;KMI;10.02.2023 19:33;0;
217;;Cummins Inc.;CMI;10.02.2023 19:33;0;
218;;Welltower Inc;WELL;10.02.2023 19:33;0;
219;;Hershey Company;HSY;10.02.2023 19:33;0;
220;;Otis Worldwide Corporation;OTIS;10.02.2023 19:33;0;
221;;Mettler-Toledo International Inc.;MTD;10.02.2023 19:33;0;
222;;Halliburton Company;HAL;10.02.2023 19:33;0;
223;;ON Semiconductor Corporation;ON;10.02.2023 19:33;0;
224;;Cognizant Technology Solutions Corporation Class A;CTSH;10.02.2023 19:33;0;
225;;Fortinet Inc.;FTNT;10.02.2023 19:34;0;
226;;Old Dominion Freight Line Inc.;ODFL;10.02.2023 19:34;0;
227;;Warner Bros. Discovery Inc. Series A;WBD;10.02.2023 19:34;0;
228;;AMETEK Inc.;AME;10.02.2023 19:34;0;
229;;State Street Corporation;STT;10.02.2023 19:34;0;
230;;Consolidated Edison Inc.;ED;10.02.2023 19:34;0;
231;;VICI Properties Inc;VICI;10.02.2023 19:34;0;
232;;Rockwell Automation Inc.;ROK;10.02.2023 19:34;0;
233;;Illumina Inc.;ILMN;10.02.2023 19:34;0;
234;;Digital Realty Trust Inc.;DLR;10.02.2023 19:34;0;
235;;ResMed Inc.;RMD;10.02.2023 19:34;0;
236;;Albemarle Corporation;ALB;10.02.2023 19:34;0;
237;;Keysight Technologies Inc;KEYS;10.02.2023 19:34;0;
238;;Baker Hughes Company Class A;BKR;10.02.2023 19:34;0;
239;;Discover Financial Services;DFS;10.02.2023 19:34;0;
240;;Arista Networks Inc.;ANET;10.02.2023 19:34;0;
241;;Dollar Tree Inc.;DLTR;10.02.2023 19:34;0;
242;;SBA Communications Corp. Class A;SBAC;10.02.2023 19:34;0;
243;;Kraft Heinz Company;KHC;10.02.2023 19:34;0;
244;;United Rentals Inc.;URI;10.02.2023 19:34;0;
245;;Aptiv PLC;APTV;10.02.2023 19:34;0;
246;;D.R. Horton Inc.;DHI;10.02.2023 19:34;0;
247;;CoStar Group Inc.;CSGP;10.02.2023 19:35;0;
248;;Global Payments Inc.;GPN;10.02.2023 19:35;0;
249;;Public Service Enterprise Group Inc;PEG;10.02.2023 19:35;0;
250;;ONEOK Inc.;OKE;10.02.2023 19:35;0;
251;;W.W. Grainger Inc.;GWW;10.02.2023 19:35;0;
252;;PPG Industries Inc.;PPG;10.02.2023 19:35;0;
253;;Fastenal Company;FAST;10.02.2023 19:35;0;
254;;Enphase Energy Inc.;ENPH;10.02.2023 19:35;0;
255;;Keurig Dr Pepper Inc.;KDP;10.02.2023 19:35;0;
256;;WEC Energy Group Inc;WEC;10.02.2023 19:35;0;
257;;Electronic Arts Inc.;EA;10.02.2023 19:35;0;
258;;Copart Inc.;CPRT;10.02.2023 19:35;0;
259;;Kroger Co.;KR;10.02.2023 19:35;0;
260;;International Flavors & Fragrances Inc.;IFF;10.02.2023 19:35;0;
261;;American Water Works Company Inc.;AWK;10.02.2023 19:35;0;
262;;Eversource Energy;ES;10.02.2023 19:35;0;
263;;Willis Towers Watson Public Limited Company;WTW;10.02.2023 19:35;0;
264;;Verisk Analytics Inc;VRSK;10.02.2023 19:35;0;
265;;M&T Bank Corporation;MTB;10.02.2023 19:35;0;
266;;T. Rowe Price Group;TROW;10.02.2023 19:35;0;
267;;CBRE Group Inc. Class A;CBRE;10.02.2023 19:35;0;
268;;eBay Inc.;EBAY;10.02.2023 19:35;0;
269;;Constellation Energy Corporation;CEG;10.02.2023 19:35;0;
270;;Equifax Inc.;EFX;10.02.2023 19:36;0;
271;;HP Inc.;HPQ;10.02.2023 19:36;0;
272;;Zimmer Biomet Holdings Inc.;ZBH;10.02.2023 19:36;0;
273;;Ulta Beauty Inc.;ULTA;10.02.2023 19:36;0;
274;;Gartner Inc.;IT;10.02.2023 19:36;0;
275;;CDW Corp.;CDW;10.02.2023 19:36;0;
276;;Corning Inc;GLW;10.02.2023 19:36;0;
277;;Lennar Corporation Class A;LEN;10.02.2023 19:36;0;
278;;GE Healthcare Technologies Inc.;GEHC;10.02.2023 19:36;0;
279;;Walgreens Boots Alliance Inc.;WBA;10.02.2023 19:36;0;
280;;First Republic Bank;FRC;10.02.2023 19:36;0;
281;;Edison International;EIX;10.02.2023 19:36;0;
282;;Tractor Supply Company;TSCO;10.02.2023 19:36;0;
283;;Fifth Third Bancorp;FITB;10.02.2023 19:36;0;
284;;Republic Services Inc.;RSG;10.02.2023 19:36;0;
285;;Weyerhaeuser Company;WY;10.02.2023 19:36;0;
286;;PG&E Corporation;PCG;10.02.2023 19:36;0;
287;;LyondellBasell Industries NV;LYB;10.02.2023 19:36;0;
288;;Delta Air Lines Inc.;DAL;10.02.2023 19:36;0;
289;;AmerisourceBergen Corporation;ABC;10.02.2023 19:36;0;
290;;AvalonBay Communities Inc.;AVB;10.02.2023 19:36;0;
291;;Align Technology Inc.;ALGN;10.02.2023 19:36;0;
292;;Alexandria Real Estate Equities Inc.;ARE;10.02.2023 19:37;0;
293;;Fortive Corp.;FTV;10.02.2023 19:37;0;
294;;Diamondback Energy Inc.;FANG;10.02.2023 19:37;0;
295;;Hartford Financial Services Group Inc.;HIG;10.02.2023 19:37;0;
296;;Vulcan Materials Company;VMC;10.02.2023 19:37;0;
297;;Genuine Parts Company;GPC;10.02.2023 19:37;0;
298;;ANSYS Inc.;ANSS;10.02.2023 19:37;0;
299;;Arch Capital Group Ltd.;ACGL;10.02.2023 19:37;0;
300;;Baxter International Inc.;BAX;10.02.2023 19:37;0;
301;;Ingersoll Rand Inc.;IR;10.02.2023 19:37;0;
302;;Dover Corporation;DOV;10.02.2023 19:37;0;
303;;Regions Financial Corporation;RF;10.02.2023 19:37;0;
304;;Ameren Corporation;AEE;10.02.2023 19:37;0;
305;;Extra Space Storage Inc.;EXR;10.02.2023 19:37;0;
306;;Laboratory Corporation of America Holdings;LH;10.02.2023 19:37;0;
307;;Martin Marietta Materials Inc.;MLM;10.02.2023 19:37;0;
308;;Entergy Corporation;ETR;10.02.2023 19:37;0;
309;;Huntington Bancshares Incorporated;HBAN;10.02.2023 19:37;0;
310;;DTE Energy Company;DTE;10.02.2023 19:37;0;
311;;Raymond James Financial Inc.;RJF;10.02.2023 19:37;0;
312;;Quanta Services Inc.;PWR;10.02.2023 19:37;0;
313;;Equity Residential;EQR;10.02.2023 19:38;0;
314;;FirstEnergy Corp.;FE;10.02.2023 19:38;0;
315;;Citizens Financial Group Inc.;CFG;10.02.2023 19:38;0;
316;;Southwest Airlines Co.;LUV;10.02.2023 19:38;0;
317;;STERIS Plc;STE;10.02.2023 19:38;0;
318;;Principal Financial Group Inc.;PFG;10.02.2023 19:38;0;
319;;PPL Corporation;PPL;10.02.2023 19:38;0;
320;;Hologic Inc.;HOLX;10.02.2023 19:38;0;
321;;EPAM Systems Inc.;EPAM;10.02.2023 19:38;0;
322;;Hewlett Packard Enterprise Co.;HPE;10.02.2023 19:38;0;
323;;Steel Dynamics Inc.;STLD;10.02.2023 19:38;0;
324;;Ventas Inc.;VTR;10.02.2023 19:38;0;
325;;Cardinal Health Inc.;CAH;10.02.2023 19:38;0;
326;;Waters Corporation;WAT;10.02.2023 19:38;0;
327;;Church & Dwight Co. Inc.;CHD;10.02.2023 19:38;0;
328;;Northern Trust Corporation;NTRS;10.02.2023 19:38;0;
329;;Nasdaq Inc.;NDAQ;10.02.2023 19:38;0;
330;;Teledyne Technologies Incorporated;TDY;10.02.2023 19:38;0;
331;;Monolithic Power Systems Inc.;MPWR;10.02.2023 19:38;0;
332;;VeriSign Inc.;VRSN;10.02.2023 19:38;0;
333;;Mid-America Apartment Communities Inc.;MAA;10.02.2023 19:39;0;
334;;West Pharmaceutical Services Inc.;WST;10.02.2023 19:39;0;
335;;Invitation Homes Inc.;INVH;10.02.2023 19:39;0;
336;;Westinghouse Air Brake Technologies Corporation;WAB;10.02.2023 19:39;0;
337;;Las Vegas Sands Corp.;LVS;10.02.2023 19:39;0;
338;;McCormick & Company Incorporated;MKC;10.02.2023 19:39;0;
339;;Coterra Energy Inc.;CTRA;10.02.2023 19:39;0;
340;;Expeditors International of Washington Inc.;EXPD;10.02.2023 19:39;0;
341;;Omnicom Group Inc;OMC;10.02.2023 19:39;0;
342;;Xylem Inc.;XYL;10.02.2023 19:39;0;
343;;Clorox Company;CLX;10.02.2023 19:39;0;
344;;Ball Corporation;BALL;10.02.2023 19:39;0;
345;;Darden Restaurants Inc.;DRI;10.02.2023 19:39;0;
346;;SVB Financial Group;SIVB;10.02.2023 19:39;0;
347;;Cincinnati Financial Corporation;CINF;10.02.2023 19:39;0;
348;;CenterPoint Energy Inc.;CNP;10.02.2023 19:39;0;
349;;KeyCorp;KEY;10.02.2023 19:39;0;
350;;CMS Energy Corporation;CMS;10.02.2023 19:39;0;
351;;Etsy Inc.;ETSY;10.02.2023 19:39;0;
352;;Amcor PLC;AMCR;10.02.2023 19:39;0;
353;;Tyson Foods Inc. Class A;TSN;10.02.2023 19:39;0;
354;;Expedia Group Inc.;EXPE;10.02.2023 19:39;0;
355;;Best Buy Co. Inc.;BBY;10.02.2023 19:40;0;
356;;Kellogg Company;K;10.02.2023 19:40;0;
357;;SolarEdge Technologies Inc.;SEDG;10.02.2023 19:40;0;
358;;Broadridge Financial Solutions Inc.;BR;10.02.2023 19:40;0;
359;;Conagra Brands Inc.;CAG;10.02.2023 19:40;0;
360;;Skyworks Solutions Inc.;SWKS;10.02.2023 19:40;0;
361;;Molina Healthcare Inc.;MOH;10.02.2023 19:40;0;
362;;Mosaic Company;MOS;10.02.2023 19:40;0;
363;;AES Corporation;AES;10.02.2023 19:40;0;
364;;PerkinElmer Inc.;PKI;10.02.2023 19:40;0;
365;;CF Industries Holdings Inc.;CF;10.02.2023 19:40;0;
366;;IDEX Corporation;IEX;10.02.2023 19:40;0;
367;;Quest Diagnostics Incorporated;DGX;10.02.2023 19:40;0;
368;;Cooper Companies Inc.;COO;10.02.2023 19:40;0;
369;;Zebra Technologies Corporation Class A;ZBRA;10.02.2023 19:40;0;
370;;Teradyne Inc.;TER;10.02.2023 19:40;0;
371;;United Airlines Holdings Inc.;UAL;10.02.2023 19:40;0;
372;;First Solar Inc.;FSLR;10.02.2023 19:40;0;
373;;Take-Two Interactive Software Inc.;TTWO;10.02.2023 19:40;0;
374;;Synchrony Financial;SYF;10.02.2023 19:40;0;
375;;Marathon Oil Corporation;MRO;10.02.2023 19:40;0;
376;;J.B. Hunt Transport Services Inc.;JBHT;10.02.2023 19:41;0;
377;;Targa Resources Corp.;TRGP;10.02.2023 19:41;0;
378;;Atmos Energy Corporation;ATO;10.02.2023 19:41;0;
379;;J.M. Smucker Company;SJM;10.02.2023 19:41;0;
380;;Jacobs Solutions Inc.;J;10.02.2023 19:41;0;
381;;Paycom Software Inc.;PAYC;10.02.2023 19:41;0;
382;;FactSet Research Systems Inc.;FDS;10.02.2023 19:41;0;
383;;NVR Inc.;NVR;10.02.2023 19:41;0;
384;;FMC Corporation;FMC;10.02.2023 19:41;0;
385;;Iron Mountain Inc.;IRM;10.02.2023 19:41;0;
386;;FLEETCOR Technologies Inc.;FLT;10.02.2023 19:41;0;
387;;Incyte Corporation;INCY;10.02.2023 19:41;0;
388;;Textron Inc.;TXT;10.02.2023 19:41;0;
389;;Pool Corporation;POOL;10.02.2023 19:41;0;
390;;Interpublic Group of Companies Inc.;IPG;10.02.2023 19:41;0;
391;;Garmin Ltd.;GRMN;10.02.2023 19:41;0;
392;;Royal Caribbean Group;RCL;10.02.2023 19:41;0;
393;;Howmet Aerospace Inc.;HWM;10.02.2023 19:41;0;
394;;LKQ Corporation;LKQ;10.02.2023 19:41;0;
395;;Trimble Inc.;TRMB;10.02.2023 19:41;0;
396;;NetApp Inc.;NTAP;10.02.2023 19:42;0;
397;;International Paper Company;IP;10.02.2023 19:42;0;
398;;Avery Dennison Corporation;AVY;10.02.2023 19:42;0;
399;;Healthpeak Properties Inc.;PEAK;10.02.2023 19:42;0;
400;;Essex Property Trust Inc.;ESS;10.02.2023 19:42;0;
401;;Viatris Inc.;VTRS;10.02.2023 19:42;0;
402;;Lamb Weston Holdings Inc.;LW;10.02.2023 19:42;0;
403;;Evergy Inc.;EVRG;10.02.2023 19:42;0;
404;;W. R. Berkley Corporation;WRB;10.02.2023 19:42;0;
405;;Akamai Technologies Inc.;AKAM;10.02.2023 19:42;0;
406;;PTC Inc.;PTC;10.02.2023 19:42;0;
407;;Snap-on Incorporated;SNA;10.02.2023 19:42;0;
408;;APA Corp.;APA;10.02.2023 19:42;0;
409;;Tyler Technologies Inc.;TYL;10.02.2023 19:42;0;
410;;Kimco Realty Corporation;KIM;10.02.2023 19:42;0;
411;;Brown & Brown Inc.;BRO;10.02.2023 19:42;0;
412;;Everest Re Group Ltd.;RE;10.02.2023 19:42;0;
413;;Seagate Technology Holdings PLC;STX;10.02.2023 19:42;0;
414;;Stanley Black & Decker Inc.;SWK;10.02.2023 19:42;0;
415;;MGM Resorts International;MGM;10.02.2023 19:42;0;
416;;Packaging Corporation of America;PKG;10.02.2023 19:42;0;
417;;Leidos Holdings Inc.;LDOS;10.02.2023 19:42;0;
418;;Alliant Energy Corp;LNT;10.02.2023 19:43;0;
419;;Cboe Global Markets Inc;CBOE;10.02.2023 19:43;0;
420;;Match Group Inc.;MTCH;10.02.2023 19:43;0;
421;;PulteGroup Inc.;PHM;10.02.2023 19:43;0;
422;;Hormel Foods Corporation;HRL;10.02.2023 19:43;0;
423;;MarketAxess Holdings Inc.;MKTX;10.02.2023 19:43;0;
424;;Nordson Corporation;NDSN;10.02.2023 19:43;0;
425;;Western Digital Corporation;WDC;10.02.2023 19:43;0;
426;;UDR Inc.;UDR;10.02.2023 19:43;0;
427;;Host Hotels & Resorts Inc.;HST;10.02.2023 19:43;0;
428;;Camden Property Trust;CPT;10.02.2023 19:43;0;
